"スミス,スミッス,スミット"
"グズマン,グスマン,ガズマン,グーズマン,グスマーン,グッズマン"
"パージュ,ペイジ,ページ"
"ムニョス,ムーニョ"
"バル,ボール,ベイル"
"ケラー,ケーラー,ケルラー,ケールレル,ケルレル"
"チヤンドラー,チャンドラー,チャンドラ"
"ウィーバー,ヴェーベル,ウェバー,ウェーバー,ヴェーバー,ウェッバー,ウェーバ,ウエーバー,ウェバア,ヴェーバァ,ウェーベル,ウェベール,ヴェベール,ベーバー,ベベール"
"レオナード,レオナルド,レナード,リナード,レオナール,レーオナルド,レオナルト,レーオンハルト,レオンハルト,レオンハルド,レーナード"
"ウォールシュ,ウォルシュ,ヴァルシュ,ウェルシュ,ウォッシュ,ウォルシェ,ウオルシュ,ウォルス,ウォルッシュ,ワルシュ"
"リオン,リオンズ,ライアンズ,ライオンズ,ライオンス,リヨン"
"ラムジー,ラムゼイ,ラムゼー,ラムジ,ラムジイ,ラムズィ,ラムセイ"
"ウォルフ,ウルフ,ウォルフェ"
"シュネーデル,シュネデール,シュナイダー,シナイダー,シナイデル,シュナイデル,シュネイダー,シュネイデル,シュネデル"
"マリンズ,ムリンズ"
"ベンスン,ベンソン"
シャープ
"バウエン,ボーウェン,ボウエン,ボーエン,ボウイン,ボゥエン,ボウェン"
"ダーニエール,ダニエル,ダイエル,ダニアル,ダーニエル,ダニェル,ダニエール,ダニール"
"バルベル,バーバー,バーバ,バーパー"
"カミングス,カミングズ"
ハインズ
"ボールドウィン,バルドウィン,ボードゥアン,ボードワン,ボールドウイン,ボルドウィン"
"グリフィス,グリフス"
"ヴァルデス,バルデス"
"ハッバード,ハバード,ハッバッド,ハッバート,ハーバード,ハバート,ヒュッバード"
"サラザー,サラサル,サラザル,サラサール,サラザール"
"リーヴス,リーヴズ,リーブス,リーブズ,リーベス"
"ウォーナー,ワーナー,ヴァーネル,ウォーナ,ウォナー,ウォーナァ,ワアナア"
"スティヴンソン,スティーブンスン,スチーブンソン,スティーヴンスン,スティーヴンソン,スティーブンソン,スチィーヴンスン,スチィーヴンソン,スチィヴンソン,スチイブンスン,スチヴンスン,スチーヴンソン,スチヴンソン,スチーブンスン,スチブンスン,スチブンソン,ステイイヴンスン,スティーヴンス,スティヴンスン,スティウンソン,スティブンスン,スティブンソン,ステヴンソン,ステーブンソン"
"バージェス,バーグス,バージェズ,バージェンス,バージス,バーゼス,バルゲス,バルジェス,バルジェッス,ブルゲス"
"サントス,サンディ,サンディー"
"テイト,テート,タート"
"クロッス,クロス"
ガーナー
"マン,メン"
"マック,マーク"
モス
"ソーントン,ソートン,ソントン"
"デニス,デーネシュ,デンニス"
"マギー,マッギー,マクギー,マックギー"
"ファーマー,ファルメール"
"デルガード,デルガド"
"アギラル,アギラール,アギュラー,アギラ,アグィラー"
"ヴェーガ,ヴェガ,ベーガ,ベガ,ベーガー"
"グラヴァー,グラバー,グローヴァー,グローバー,クローヴァー,グローバ,グロバー"
"マニング,マーニング,マンニング"
"コーアン,コエン,コヘン,コーエン,コーヘン,コアン,コーウェン,コーハン,コーン"
ハーモン
"ロジャース,ロジャーズ"
"ロビンス,ロビンズ"
"ニュートン,ニウトン"
"タッド,トッド"
"ブレアー,ブレア,ブライアー,ブレィア,ブレイアー,ブレヤー"
"ヒギンス,ヒギンズ,ヒッギンス,ヒッジンス"
イングラム
"リース,リーズ,レーゼ"
"キャノン,カノン"
"ストリックランド,ストリクランド"
"タウンセンド,タウンゼント,タウンゼンド,タウンセント"
"ポター,ポッター,ポーター,ポッテル"
"グッドウィン,グッドイン,グッドマン,グードウィン,ゴドウィン"
"ウォールトン,ウォルトン,ワルトン"
"ロー,ローウェ,ロウ,ロウェ,ローベ"
ハンプトン
"オルテーガ,オルテガ"
パットン
"スワンソン,スワンスン"
"ジェゼフ,ヨシフ,ジョウゼフ,ジョーゼフ,ジョセフ,ジョゼフ,ヨーゼフ,ヨセフ,ヨゼフ,ジセッフ,ジャセフ,ジュセッペ,ジュゼッペ,ジョウジフ,ジョウセフ,ジョシップ,ジョージフ,ジョズフ,ジョゼ,ジョーセフ,ジョセーフ,ホセ,ホセー,ヨーセーフ,ヨーセフ"
"フランク,フランシス,フラーンシス,フランシズ,フランシスクス,フランス,フランスィス,フランセス"
"グッドマン,グットマン,グドマン"
マルドナド
"イエイツ,イエーツ,イェイツ,イェーツ,イェーイツ,イエツ,イェッツ,エイツ"
"ベッケル,ベッカー,ベッケール"
"エリクソン,エリクスン,エリックソン"
"ホッジズ,ホッジス,ハジス,ハジズ,ホジス,ホジズ,ホッジ,ホッジェス,ホッジース"
リオス
"コナー,カナー,コンナー"
"アドキンズ,アドキンス"
"ウエブスター,ウェブスター,ウェッブスター,ウェーブスター,ウェブスタア,ウェブスタール,ウェブストル"
"ノルマン,ノーマン,ノーム"
"マローン,マーロン,マロン"
"ハモンド,ハマンド,ハムモンド"
フラワーズ
"カップ,カッブ,コブ,コッブ,カーブ,カブ,コップ"
"ムーディー,ムーディ,ムッディー,ムーデー"
"クィン,クイン,クイーン,クゥイン"
"ブレイク,ブレーク,ブラケ,ブレィク"
"マクスウエル,マクスウェル,マックスウェル"
"ポウプ,ポープ"
フロイド
"オスボーン,オズボーン,オズバーン,オズボン"
"ポウル,ポオル,ポル,パウロ,パウル,ポール,パーウェル,パーヴェル,パウェル,パヴェル,パゥル,パウルス,パウロス,パール,ペザー,ポォル,ポーリ,ポーロ"
"マカーシー,マッカシー,マッカーシイ,マッカーシー,マッカアシー,マッカースィ,マッカーチー,マッカルシー"
"ゲレーロ,ゲレロ,グェレロ,ゲッレロ,ゲルレーロ"
"リンゼー,リンゼイ,リンジー,リンジ,リンジイ,リンゼィ,リンドセー"
"エストラダ,エストラーダ"
"サンドバル,サンドバール"
"ギッブス,ギブズ,ギブス,ギッブズ,ギップス"
"タイラー,タイラァ,テイラー"
"グロース,グロス,クロッス,グロッス"
フィッツジェラルド
"ストークス,ストウクス,ストーク"
ドイル
